,name,label,description,link
165,SAN_GARO20180319_CHART1,Customer liquidity provision is rare across major Canadian bond classes,"Customer liquidity provision is rare across major Canadian bond classes
Share of customer liquidity provision as a share of total trading volumes
This file contains data based on the Bank of Canada research paper described above. The data is not an official statistical release by the Bank of Canada, and it is provided on a voluntary basis by the author(s). The Bank and the author(s) are not responsible for errors in this file and do not guarantee that the series will be updated in the future.
Sources: MTRS 2.0, Triton, estimate for US corporates is from Choi and Huh (2017)",https://www.bankofcanada.ca/valet/groups/SAN_GARO20180319_CHART1
166,SAN_GARO20180319_CHART2,Trades that draw on customer liquidity have higher average spreads,"Trades that draw on customer liquidity have higher average spreads
Volume-weighted average spreads by liquidity source
This file contains data based on the Bank of Canada research paper described above. The data is not an official statistical release by the Bank of Canada, and it is provided on a voluntary basis by the author(s). The Bank and the author(s) are not responsible for errors in this file and do not guarantee that the series will be updated in the future.
Sources: MTRS 2.0, Triton",https://www.bankofcanada.ca/valet/groups/SAN_GARO20180319_CHART2
167,SAN_GARO20180319_CHART3,Using customer liquidity reduces dealer revenues,"Using customer liquidity reduces dealer revenues
Volume-weighted per trade revenue by liquidity source
This file contains data based on the Bank of Canada research paper described above. The data is not an official statistical release by the Bank of Canada, and it is provided on a voluntary basis by the author(s). The Bank and the author(s) are not responsible for errors in this file and do not guarantee that the series will be updated in the future.
Sources: MTRS 2.0, Triton",https://www.bankofcanada.ca/valet/groups/SAN_GARO20180319_CHART3
168,SAN_GARO20180319_CHART4,Customer liquidity is more prevalent when liquidity is expensive,"Customer liquidity is more prevalent when liquidity is expensive
Volume-weighted spreads for dealer-liquidity-supplied trades by day
This file contains data based on the Bank of Canada research paper described above. The data is not an official statistical release by the Bank of Canada, and it is provided on a voluntary basis by the author(s). The Bank and the author(s) are not responsible for errors in this file and do not guarantee that the series will be updated in the future.
Sources: MTRS 2.0, Triton",https://www.bankofcanada.ca/valet/groups/SAN_GARO20180319_CHART4
169,SAN_GARO20180319_CHART5,Customer liquidity is more prevalent when trading volumes are higher,"Customer liquidity is more prevalent when trading volumes are higher
Trading volumes by day and type of liquidity in Billions of dollars
This file contains data based on the Bank of Canada research paper described above. The data is not an official statistical release by the Bank of Canada, and it is provided on a voluntary basis by the author(s). The Bank and the author(s) are not responsible for errors in this file and do not guarantee that the series will be updated in the future.
Sources: MTRS 2.0",https://www.bankofcanada.ca/valet/groups/SAN_GARO20180319_CHART5
170,SAN_GUNG20171001,Has Liquidity in Canadian Government Bond Markets Deteriorated?,"This file contains data based on the Bank of Canada research paper described above. The data is not an official statistical release by the Bank of Canada, and it is provided on a voluntary basis by the author(s). The Bank and the author(s) are not responsible for errors in this file and do not guarantee that the series will be updated in the future.
SOURCES: CanDeal, Canadian Depository for Securities (CDS), Bank of Canada calculations.
The CanDeal data cover the period from January 2007 to December 2016 and capture intraday quotes of bid and ask prices as well as transaction information (such as price, quantity and trade direction) for trades conducted between institutional investors and dealers.
The transactions data from CDS include trade price and traded quantity over the period from October 2009 to January 2017.",https://www.bankofcanada.ca/valet/groups/SAN_GUNG20171001
171,SAN_GUNG20171001_CHART1,Bid-ask spreads for benchmark and non-benchmark bonds in basis points.,"Sources: CanDeal and Bank of Canada calculations.
21-day moving average, daily data.
The reported values for benchmark and non-benchmark bonds are the average of all bonds in each category with 2Y, 5Y, 10Y, and 30Y maturities.",https://www.bankofcanada.ca/valet/groups/SAN_GUNG20171001_CHART1
172,SAN_GUNG20171001_CHART2,Average price impact (Kyle’s lambda) of trades of $1 million in basis points.,"Sources: CanDeal and Bank of Canada calculations.
21-day moving average, daily data.",https://www.bankofcanada.ca/valet/groups/SAN_GUNG20171001_CHART2
173,SAN_GUNG20171001_CHART3,Price-impact (Amihud’s measure) and bid-ask (Roll’s measure) in cents.,Sources: Canadian Depository for Securities and Bank of Canada calculations.,https://www.bankofcanada.ca/valet/groups/SAN_GUNG20171001_CHART3
174,SAN_GUNG20171001_CHART4,Average trading volume and trade size.,"Sources: Canadian Depository for Securities and Bank of Canada calculations.
21-day moving average, daily data.",https://www.bankofcanada.ca/valet/groups/SAN_GUNG20171001_CHART4
175,SAN_LEBO20180425,How do Canadian Corporate Bond Mutual Funds Meet Investor Redemptions?,"This file contains data based on the Bank of Canada research paper described above. The data is not an official statistical release by the Bank of Canada, and it is provided on a voluntary basis by the author(s). The Bank and the author(s) are not responsible for errors in this file and do not guarantee that the series will be updated in the future.
SOURCES: Bloomberg, Morningstar, Thomson Reuters and Bank of Canada calculations.",https://www.bankofcanada.ca/valet/groups/SAN_LEBO20180425
176,SAN_LEBO20180425_F1A,Horizontal slicing strategy,"This file contains data based on the Bank of Canada research paper described above. The data is not an official statistical release by the Bank of Canada, and it is provided on a voluntary basis by the author(s). The Bank and the author(s) are not responsible for errors in this file and do not guarantee that the series will be updated in the future.
SOURCES: Bloomberg, Morningstar, Thomson Reuters and Bank of Canada calculations.
Fund managers can adopt different strategies to meet investor redemptions -- Horizontal Slicing Strategy. We assume a fund facing 15 per cent of redemptions at time t.",https://www.bankofcanada.ca/valet/groups/SAN_LEBO20180425_F1A
177,SAN_LEBO20180425_F1B,Vertical slicing strategy,"This file contains data based on the Bank of Canada research paper described above. The data is not an official statistical release by the Bank of Canada, and it is provided on a voluntary basis by the author(s). The Bank and the author(s) are not responsible for errors in this file and do not guarantee that the series will be updated in the future.
SOURCES: Bloomberg, Morningstar, Thomson Reuters and Bank of Canada calculations.
Fund managers can adopt different strategies to meet investor redemptions -- Vertical Slicing Strategy",https://www.bankofcanada.ca/valet/groups/SAN_LEBO20180425_F1B
178,SAN_LEBO20180425_C1,Fund's holdings change in basis point in response to a one standard deviation increase in redemptions,"This file contains data based on the Bank of Canada research paper described above. The data is not an official statistical release by the Bank of Canada, and it is provided on a voluntary basis by the author(s). The Bank and the author(s) are not responsible for errors in this file and do not guarantee that the series will be updated in the future.
SOURCES: Bloomberg, Morningstar, Thomson Reuters and Bank of Canada calculations.
Liquid assets tend to be the primary liquidity tool for CCBFs to manage redemptions.",https://www.bankofcanada.ca/valet/groups/SAN_LEBO20180425_C1
179,SAN_LEBO20180425_C2,Fund's holdings change in basis point in response to a one standard deviation increase in redemptions,"This file contains data based on the Bank of Canada research paper described above. The data is not an official statistical release by the Bank of Canada, and it is provided on a voluntary basis by the author(s). The Bank and the author(s) are not responsible for errors in this file and do not guarantee that the series will be updated in the future.
SOURCES: Bloomberg, Morningstar, Thomson Reuters and Bank of Canada calculations.
However, CCBFs also sell less-liquid assets during periods of high volatility",https://www.bankofcanada.ca/valet/groups/SAN_LEBO20180425_C2
180,swp-2017-44,International Relative Value Indices,"This file contains data based on the Bank of Canada research paper described above. The data is not an official statistical release by the Bank of Canada, and it is provided on a voluntary basis by the author(s). The Bank and the author(s) are not responsible for errors in this file and do not guarantee that the series will be updated in the future.
Aggregate relative value indices for sovereign issuers in different advanced economies. The figures were computed using end-of-day yields for bonds with between 1 and 10 years remaining until maturity.",https://www.bankofcanada.ca/valet/groups/swp-2017-44
181,SAN_JLAC20180528,Applying the Wage-Common to Canadian Provinces,"This file contains data based on the Bank of Canada research paper described above. The data is not an official statistical release by the Bank of Canada, and it is provided on a voluntary basis by the author(s). The Bank and the author(s) are not responsible for errors in this file and do not guarantee that the series will be updated in the future.
Sources
Statistics Canada and Bank of Canada calculations",https://www.bankofcanada.ca/valet/groups/SAN_JLAC20180528
182,FSR-2018-JUNE,Financial System Review - June 2018,Financial System Review - June 2018,https://www.bankofcanada.ca/valet/groups/FSR-2018-JUNE
183,SAN_AROO20180622,Redemption Runs in Canadian Corporate Bond Funds?,"This file contains data based on the Bank of Canada research paper described above.
The data is not an official statistical release by the Bank of Canada, and it is provided on a voluntary basis by the author(s).
    The Bank and the author(s) are not responsible for errors in this file and do not guarantee that the series will be updated in the future.
    A contact person is listed below for any question or other inquiry.",https://www.bankofcanada.ca/valet/groups/SAN_AROO20180622
184,SAN_AROO20180622_C2,The flow-performance asymmetry increases during higher market volatility,"This file contains data based on the Bank of Canada research paper described above.
The data is not an official statistical release by the Bank of Canada, and it is provided on a voluntary basis by the author(s).
    The Bank and the author(s) are not responsible for errors in this file and do not guarantee that the series will be updated in the future.
    A contact person is listed below for any question or other inquiry.
Note: AUM = assets under management
Sources: Morningstar and Bank of Canada calculations",https://www.bankofcanada.ca/valet/groups/SAN_AROO20180622_C2
185,SAN_AROO20180622_C3,A higher liquidity ratio lowers the flow-performance asymmetry in Canadian funds,"This file contains data based on the Bank of Canada research paper described above.
The data is not an official statistical release by the Bank of Canada, and it is provided on a voluntary basis by the author(s).
    The Bank and the author(s) are not responsible for errors in this file and do not guarantee that the series will be updated in the future.
    A contact person is listed below for any question or other inquiry.
Note: AUM = assets under management. In our sample, 5 per cent is the median cash ratio, and 10 per cent is the 75th percentile cash ratio. See the Technical Appendix for details. Sources: Morningstar and Bank of Canada calculations",https://www.bankofcanada.ca/valet/groups/SAN_AROO20180622_C3
186,SAN_DESR20180627,Readability and the Bank of Canada: Preliminary Results,"This file contains data based on the Bank of Canada research paper described above.
The data is not an official statistical release by the Bank of Canada, and it is provided on a voluntary basis by the author(s).
    The Bank and the author(s) are not responsible for errors in this file and do not guarantee that the series will be updated in the future.
    A contact person is listed below for any question or other inquiry.",https://www.bankofcanada.ca/valet/groups/SAN_DESR20180627
187,SAN_DESR20180627_C1,Average GFI for sampled text,"This file contains data based on the Bank of Canada research paper described above.
The data is not an official statistical release by the Bank of Canada, and it is provided on a voluntary basis by the author(s).
    The Bank and the author(s) are not responsible for errors in this file and do not guarantee that the series will be updated in the future.
    A contact person is listed below for any question or other inquiry.",https://www.bankofcanada.ca/valet/groups/SAN_DESR20180627_C1
188,SAN_DESR20180627_C2,Average GFI for similar organizations,"This file contains data based on the Bank of Canada research paper described above.
The data is not an official statistical release by the Bank of Canada, and it is provided on a voluntary basis by the author(s).
    The Bank and the author(s) are not responsible for errors in this file and do not guarantee that the series will be updated in the future.
    A contact person is listed below for any question or other inquiry.",https://www.bankofcanada.ca/valet/groups/SAN_DESR20180627_C2
189,SAN_DESR20180627_C3,Speech Readability - Gunning Fog Index,"This file contains data based on the Bank of Canada research paper described above.
The data is not an official statistical release by the Bank of Canada, and it is provided on a voluntary basis by the author(s).
    The Bank and the author(s) are not responsible for errors in this file and do not guarantee that the series will be updated in the future.
    A contact person is listed below for any question or other inquiry.",https://www.bankofcanada.ca/valet/groups/SAN_DESR20180627_C3
190,SAN_DESR20180627_C4,FSR Readability - GFI,"This file contains data based on the Bank of Canada research paper described above.
The data is not an official statistical release by the Bank of Canada, and it is provided on a voluntary basis by the author(s).
    The Bank and the author(s) are not responsible for errors in this file and do not guarantee that the series will be updated in the future.
    A contact person is listed below for any question or other inquiry.",https://www.bankofcanada.ca/valet/groups/SAN_DESR20180627_C4
191,SAN_DESR20180627_C5,Readability by topic,"This file contains data based on the Bank of Canada research paper described above.
The data is not an official statistical release by the Bank of Canada, and it is provided on a voluntary basis by the author(s).
    The Bank and the author(s) are not responsible for errors in this file and do not guarantee that the series will be updated in the future.
    A contact person is listed below for any question or other inquiry.",https://www.bankofcanada.ca/valet/groups/SAN_DESR20180627_C5
192,SAN_DESR20180627_C6,Adult literacy in Canada as measured by OECD,"This file contains data based on the Bank of Canada research paper described above.
The data is not an official statistical release by the Bank of Canada, and it is provided on a voluntary basis by the author(s).
    The Bank and the author(s) are not responsible for errors in this file and do not guarantee that the series will be updated in the future.
    A contact person is listed below for any question or other inquiry.",https://www.bankofcanada.ca/valet/groups/SAN_DESR20180627_C6
193,SAN_DESR20180627_C7,GFI for content on the same topic and for the same audience,"This file contains data based on the Bank of Canada research paper described above.
The data is not an official statistical release by the Bank of Canada, and it is provided on a voluntary basis by the author(s).
    The Bank and the author(s) are not responsible for errors in this file and do not guarantee that the series will be updated in the future.
    A contact person is listed below for any question or other inquiry.",https://www.bankofcanada.ca/valet/groups/SAN_DESR20180627_C7
194,SAN_DESR20180627_C8,GFI for FADs,"This file contains data based on the Bank of Canada research paper described above.
The data is not an official statistical release by the Bank of Canada, and it is provided on a voluntary basis by the author(s).
    The Bank and the author(s) are not responsible for errors in this file and do not guarantee that the series will be updated in the future.
    A contact person is listed below for any question or other inquiry.",https://www.bankofcanada.ca/valet/groups/SAN_DESR20180627_C8
195,SAN_DESR20180627_C9,MPR readability - Gunning Fog Index,"This file contains data based on the Bank of Canada research paper described above.
The data is not an official statistical release by the Bank of Canada, and it is provided on a voluntary basis by the author(s).
    The Bank and the author(s) are not responsible for errors in this file and do not guarantee that the series will be updated in the future.
    A contact person is listed below for any question or other inquiry.",https://www.bankofcanada.ca/valet/groups/SAN_DESR20180627_C9
196,SAN_DESR20180627_C10,"Speeches by Sabine Lautenschläger, gunning Fog Index","This file contains data based on the Bank of Canada research paper described above.
The data is not an official statistical release by the Bank of Canada, and it is provided on a voluntary basis by the author(s).
    The Bank and the author(s) are not responsible for errors in this file and do not guarantee that the series will be updated in the future.
    A contact person is listed below for any question or other inquiry.",https://www.bankofcanada.ca/valet/groups/SAN_DESR20180627_C10
197,INDINF_WAGES,Wages and Costs," Year-over-year percentage change, quarterly data",https://www.bankofcanada.ca/valet/groups/INDINF_WAGES
198,CPI_MONTHLY,Consumer Price Index,"Includes CPI-trim, CPI-median, and CPI-common as well as other “core” inflation measures.",https://www.bankofcanada.ca/valet/groups/CPI_MONTHLY
199,SAN_NOLI20180817,Have Liquidity and Trading Activity in the Canadian Corporate Bond Market Deteriorated?,"This file contains data based on the Bank of Canada research paper described above.
The data is not an official statistical release by the Bank of Canada, and it is provided on a voluntary basis by the author(s).
    The Bank and the author(s) are not responsible for errors in this file and do not guarantee that the series will be updated in the future.
    A contact person is listed below for any question or other inquiry.",https://www.bankofcanada.ca/valet/groups/SAN_NOLI20180817
200,SAN_NOLI20180817_C1,Liquidity in the corporate bond market has improved,"This file contains data based on the Bank of Canada research paper described above.
The data is not an official statistical release by the Bank of Canada, and it is provided on a voluntary basis by the author(s).
    The Bank and the author(s) are not responsible for errors in this file and do not guarantee that the series will be updated in the future.
    A contact person is listed below for any question or other inquiry.
4-week moving average, weekly data

Sources: Canadian Depository for Securities and Bank of Canada calculations",https://www.bankofcanada.ca/valet/groups/SAN_NOLI20180817_C1
201,SAN_NOLI20180817_C2,The number of trades and trade size have increased,"This file contains data based on the Bank of Canada research paper described above.
The data is not an official statistical release by the Bank of Canada, and it is provided on a voluntary basis by the author(s).
    The Bank and the author(s) are not responsible for errors in this file and do not guarantee that the series will be updated in the future.
    A contact person is listed below for any question or other inquiry.
Monthly data

Sources: Canadian Depository for Securities and Bank of Canada calculations",https://www.bankofcanada.ca/valet/groups/SAN_NOLI20180817_C2
202,SAN_NOLI20180817_C3,Zero-trade days and turnover have been stable,"This file contains data based on the Bank of Canada research paper described above.
The data is not an official statistical release by the Bank of Canada, and it is provided on a voluntary basis by the author(s).
    The Bank and the author(s) are not responsible for errors in this file and do not guarantee that the series will be updated in the future.
    A contact person is listed below for any question or other inquiry.
Monthly data

Sources: Canadian Depository for Securities, Thomson Reuters and Bank of Canada calculations",https://www.bankofcanada.ca/valet/groups/SAN_NOLI20180817_C3
203,SAN_NOLI20180817_C4A,Liquidity has improved for safer bonds and remained stable for riskier bonds,"This file contains data based on the Bank of Canada research paper described above.
The data is not an official statistical release by the Bank of Canada, and it is provided on a voluntary basis by the author(s).
    The Bank and the author(s) are not responsible for errors in this file and do not guarantee that the series will be updated in the future.
    A contact person is listed below for any question or other inquiry.
4-week moving average, weekly data
a. The price impact proxy


Sources: Canadian Depository for Securities and Bank of Canada calculations",https://www.bankofcanada.ca/valet/groups/SAN_NOLI20180817_C4A
204,SAN_NOLI20180817_C4B,Liquidity has improved for safer bonds and remained stable for riskier bonds,"This file contains data based on the Bank of Canada research paper described above.
The data is not an official statistical release by the Bank of Canada, and it is provided on a voluntary basis by the author(s).
    The Bank and the author(s) are not responsible for errors in this file and do not guarantee that the series will be updated in the future.
    A contact person is listed below for any question or other inquiry.
4-week moving average, weekly data
b. The bid-ask spread proxy

Sources: Canadian Depository for Securities and Bank of Canada calculations",https://www.bankofcanada.ca/valet/groups/SAN_NOLI20180817_C4B
205,SAN_NOLI20180817_C5A,Trading activity is stable for both safer and riskier bonds,"This file contains data based on the Bank of Canada research paper described above.
The data is not an official statistical release by the Bank of Canada, and it is provided on a voluntary basis by the author(s).
    The Bank and the author(s) are not responsible for errors in this file and do not guarantee that the series will be updated in the future.
    A contact person is listed below for any question or other inquiry.
Monthly data
a. Number of trades

Sources: Canadian Depository for Securities and Bank of Canada calculations",https://www.bankofcanada.ca/valet/groups/SAN_NOLI20180817_C5A
206,SAN_NOLI20180817_C5B,Trading activity is stable for both safer and riskier bonds,"This file contains data based on the Bank of Canada research paper described above.
The data is not an official statistical release by the Bank of Canada, and it is provided on a voluntary basis by the author(s).
    The Bank and the author(s) are not responsible for errors in this file and do not guarantee that the series will be updated in the future.
    A contact person is listed below for any question or other inquiry.
Monthly data
b. Trade size

Sources: Canadian Depository for Securities and Bank of Canada calculations",https://www.bankofcanada.ca/valet/groups/SAN_NOLI20180817_C5B
207,SAN_NOLI20180817_C5C,Trading activity is stable for both safer and riskier bonds,"This file contains data based on the Bank of Canada research paper described above.
The data is not an official statistical release by the Bank of Canada, and it is provided on a voluntary basis by the author(s).
    The Bank and the author(s) are not responsible for errors in this file and do not guarantee that the series will be updated in the future.
    A contact person is listed below for any question or other inquiry.
Monthly data
c. Turnover ratio

Sources: Canadian Depository for Securities and Bank of Canada calculations",https://www.bankofcanada.ca/valet/groups/SAN_NOLI20180817_C5C
208,SAN_NOLI20180817_C5D,Trading activity is stable for both safer and riskier bonds,"This file contains data based on the Bank of Canada research paper described above.
The data is not an official statistical release by the Bank of Canada, and it is provided on a voluntary basis by the author(s).
    The Bank and the author(s) are not responsible for errors in this file and do not guarantee that the series will be updated in the future.
    A contact person is listed below for any question or other inquiry.
Monthly data
d. Zero-trade days

Sources: Canadian Depository for Securities and Bank of Canada calculations",https://www.bankofcanada.ca/valet/groups/SAN_NOLI20180817_C5D
209,SAN_NOLI20180817_C6A,Bank bonds exhibit higher liquidity than other corporate bonds,"This file contains data based on the Bank of Canada research paper described above.
The data is not an official statistical release by the Bank of Canada, and it is provided on a voluntary basis by the author(s).
    The Bank and the author(s) are not responsible for errors in this file and do not guarantee that the series will be updated in the future.
    A contact person is listed below for any question or other inquiry.
4-week moving average, weekly data
a. The price impact proxy


Sources: Canadian Depository for Securities and Bank of Canada calculations",https://www.bankofcanada.ca/valet/groups/SAN_NOLI20180817_C6A
210,SAN_NOLI20180817_C6B,Bank bonds exhibit higher liquidity than other corporate bonds,"This file contains data based on the Bank of Canada research paper described above.
The data is not an official statistical release by the Bank of Canada, and it is provided on a voluntary basis by the author(s).
    The Bank and the author(s) are not responsible for errors in this file and do not guarantee that the series will be updated in the future.
    A contact person is listed below for any question or other inquiry.
4-week moving average, weekly data
b. The bid-ask spread proxy


Sources: Canadian Depository for Securities and Bank of Canada calculations",https://www.bankofcanada.ca/valet/groups/SAN_NOLI20180817_C6B
211,SAN_NOLI20180817_C7A,Trading activity has increased for bonds issued by banks,"This file contains data based on the Bank of Canada research paper described above.
The data is not an official statistical release by the Bank of Canada, and it is provided on a voluntary basis by the author(s).
    The Bank and the author(s) are not responsible for errors in this file and do not guarantee that the series will be updated in the future.
    A contact person is listed below for any question or other inquiry.
Monthly data
a. Number of trades

Sources: Canadian Depository for Securities and Bank of Canada calculations",https://www.bankofcanada.ca/valet/groups/SAN_NOLI20180817_C7A
212,SAN_NOLI20180817_C7B,Trading activity has increased for bonds issued by banks,"This file contains data based on the Bank of Canada research paper described above.
The data is not an official statistical release by the Bank of Canada, and it is provided on a voluntary basis by the author(s).
    The Bank and the author(s) are not responsible for errors in this file and do not guarantee that the series will be updated in the future.
    A contact person is listed below for any question or other inquiry.
Monthly data
b. Trade size

Sources: Canadian Depository for Securities and Bank of Canada calculations",https://www.bankofcanada.ca/valet/groups/SAN_NOLI20180817_C7B
213,SAN_NOLI20180817_C7C,Trading activity has increased for bonds issued by banks,"This file contains data based on the Bank of Canada research paper described above.
The data is not an official statistical release by the Bank of Canada, and it is provided on a voluntary basis by the author(s).
    The Bank and the author(s) are not responsible for errors in this file and do not guarantee that the series will be updated in the future.
    A contact person is listed below for any question or other inquiry.
Monthly data
c. Turnover ratio

Sources: Canadian Depository for Securities and Bank of Canada calculations",https://www.bankofcanada.ca/valet/groups/SAN_NOLI20180817_C7C
214,SAN_NOLI20180817_C7D,Trading activity has increased for bonds issued by banks,"This file contains data based on the Bank of Canada research paper described above.
The data is not an official statistical release by the Bank of Canada, and it is provided on a voluntary basis by the author(s).
    The Bank and the author(s) are not responsible for errors in this file and do not guarantee that the series will be updated in the future.
    A contact person is listed below for any question or other inquiry.
Monthly data
d. Zero-trade days

Sources: Canadian Depository for Securities and Bank of Canada calculations",https://www.bankofcanada.ca/valet/groups/SAN_NOLI20180817_C7D
215,SAN_BEDP20180709,Have Liquidity and Trading Activity in the Canadian Provincial Bond Market Deteriorated?,"This file contains data based on the Bank of Canada research paper described above.
The data is not an official statistical release by the Bank of Canada, and it is provided on a voluntary basis by the author(s).
    The Bank and the author(s) are not responsible for errors in this file and do not guarantee that the series will be updated in the future.
    A contact person is listed below for any question or other inquiry.",https://www.bankofcanada.ca/valet/groups/SAN_BEDP20180709
216,SAN_BEDP20180709_C1,The amount of provincial bonds outstanding has surpassed that of Government of Canada and corporate bonds,"This file contains data based on the Bank of Canada research paper described above.
The data is not an official statistical release by the Bank of Canada, and it is provided on a voluntary basis by the author(s).
    The Bank and the author(s) are not responsible for errors in this file and do not guarantee that the series will be updated in the future.
    A contact person is listed below for any question or other inquiry.
Canadian-dollar denominated bonds, outstanding amount by category.
Note: Money market instruments are excluded. Not represented: municipal bonds, Canada Mortgage bonds, other federally or provincially-guaranteed bonds.

Source: Bank of Canada",https://www.bankofcanada.ca/valet/groups/SAN_BEDP20180709_C1
217,SAN_BEDP20180709_C2,Aggregate liquidity in the provincial bond market remains stable,"This file contains data based on the Bank of Canada research paper described above.
The data is not an official statistical release by the Bank of Canada, and it is provided on a voluntary basis by the author(s).
    The Bank and the author(s) are not responsible for errors in this file and do not guarantee that the series will be updated in the future.
    A contact person is listed below for any question or other inquiry.
21-day moving average, daily data

Sources: Canadian Depository for Securities and Bank of Canada calculations",https://www.bankofcanada.ca/valet/groups/SAN_BEDP20180709_C2
218,SAN_BEDP20180709_C3,Number of trades and trade size have increased,"This file contains data based on the Bank of Canada research paper described above.
The data is not an official statistical release by the Bank of Canada, and it is provided on a voluntary basis by the author(s).
    The Bank and the author(s) are not responsible for errors in this file and do not guarantee that the series will be updated in the future.
    A contact person is listed below for any question or other inquiry.
Monthly data

Sources: Canadian Depository for Securities and Bank of Canada calculations",https://www.bankofcanada.ca/valet/groups/SAN_BEDP20180709_C3
219,SAN_BEDP20180709_C4,Turnover and zero-trade days remain stable,"This file contains data based on the Bank of Canada research paper described above.
The data is not an official statistical release by the Bank of Canada, and it is provided on a voluntary basis by the author(s).
    The Bank and the author(s) are not responsible for errors in this file and do not guarantee that the series will be updated in the future.
    A contact person is listed below for any question or other inquiry.
Monthly data

Sources: Canadian Depository for Securities, Thomson Reuters and Bank of Canada calculations",https://www.bankofcanada.ca/valet/groups/SAN_BEDP20180709_C4
220,SAN_BEDP20180709_C5A,Newly issued bonds with large outstanding size are traded more frequently,"This file contains data based on the Bank of Canada research paper described above.
The data is not an official statistical release by the Bank of Canada, and it is provided on a voluntary basis by the author(s).
    The Bank and the author(s) are not responsible for errors in this file and do not guarantee that the series will be updated in the future.
    A contact person is listed below for any question or other inquiry.
a. Number of trades

Sources: Canadian Depository for Securities and Bank of Canada calculations",https://www.bankofcanada.ca/valet/groups/SAN_BEDP20180709_C5A
221,SAN_BEDP20180709_C5B,Newly issued bonds with large outstanding size are traded more frequently,"This file contains data based on the Bank of Canada research paper described above.
The data is not an official statistical release by the Bank of Canada, and it is provided on a voluntary basis by the author(s).
    The Bank and the author(s) are not responsible for errors in this file and do not guarantee that the series will be updated in the future.
    A contact person is listed below for any question or other inquiry.
b. Turnover ratio

Sources: Canadian Depository for Securities and Bank of Canada calculations",https://www.bankofcanada.ca/valet/groups/SAN_BEDP20180709_C5B
222,SAN_BEDP20180709_C6A,Trading activity for Albertan bonds increased following the fall in oil prices,"This file contains data based on the Bank of Canada research paper described above.
The data is not an official statistical release by the Bank of Canada, and it is provided on a voluntary basis by the author(s).
    The Bank and the author(s) are not responsible for errors in this file and do not guarantee that the series will be updated in the future.
    A contact person is listed below for any question or other inquiry.
Monthly data
a. Number of trades

Note: ""Other"" includes British Columbia, Manitoba, New Brunswick, Saskatchewan, Nova Scotia, Newfoundland and Prince Edward Island.
Sources: Canadian Depository for Securities and Bank of Canada calculations",https://www.bankofcanada.ca/valet/groups/SAN_BEDP20180709_C6A
223,SAN_BEDP20180709_C6B,Trading activity for Albertan bonds increased following the fall in oil prices,"This file contains data based on the Bank of Canada research paper described above.
The data is not an official statistical release by the Bank of Canada, and it is provided on a voluntary basis by the author(s).
    The Bank and the author(s) are not responsible for errors in this file and do not guarantee that the series will be updated in the future.
    A contact person is listed below for any question or other inquiry.
Monthly data
b. Trade size

Note: ""Other"" includes British Columbia, Manitoba, New Brunswick, Saskatchewan, Nova Scotia, Newfoundland and Prince Edward Island.
Sources: Canadian Depository for Securities and Bank of Canada calculations",https://www.bankofcanada.ca/valet/groups/SAN_BEDP20180709_C6B
224,SAN_BEDP20180709_C6C,Trading activity for Albertan bonds increased following the fall in oil prices,"This file contains data based on the Bank of Canada research paper described above.
The data is not an official statistical release by the Bank of Canada, and it is provided on a voluntary basis by the author(s).
    The Bank and the author(s) are not responsible for errors in this file and do not guarantee that the series will be updated in the future.
    A contact person is listed below for any question or other inquiry.
Monthly data
c. Turnover ratio

Note: ""Other"" includes British Columbia, Manitoba, New Brunswick, Saskatchewan, Nova Scotia, Newfoundland and Prince Edward Island.
Sources: Canadian Depository for Securities and Bank of Canada calculations",https://www.bankofcanada.ca/valet/groups/SAN_BEDP20180709_C6C
225,SAN_BEDP20180709_C6D,Trading activity for Albertan bonds increased following the fall in oil prices,"This file contains data based on the Bank of Canada research paper described above.
The data is not an official statistical release by the Bank of Canada, and it is provided on a voluntary basis by the author(s).
    The Bank and the author(s) are not responsible for errors in this file and do not guarantee that the series will be updated in the future.
    A contact person is listed below for any question or other inquiry.
Monthly data
d. Zero-trade days

Note: ""Other"" includes British Columbia, Manitoba, New Brunswick, Saskatchewan, Nova Scotia, Newfoundland and Prince Edward Island.
Sources: Canadian Depository for Securities and Bank of Canada calculations",https://www.bankofcanada.ca/valet/groups/SAN_BEDP20180709_C6D
226,SAN_FEUN20171101,The Impacts of Monetary Policy Statements,"This file contains data based on the Bank of Canada research paper described above.
The data is not an official statistical release by the Bank of Canada, and it is provided on a voluntary basis by the author(s).
    The Bank and the author(s) are not responsible for errors in this file and do not guarantee that the series will be updated in the future.
    A contact person is listed below for any question or other inquiry.
Raisa Leiderman",https://www.bankofcanada.ca/valet/groups/SAN_FEUN20171101
227,SAN_FEUN20171101_C1,The slope component and the tone are positively related,"This file contains data based on the Bank of Canada research paper described above.
The data is not an official statistical release by the Bank of Canada, and it is provided on a voluntary basis by the author(s).
    The Bank and the author(s) are not responsible for errors in this file and do not guarantee that the series will be updated in the future.
    A contact person is listed below for any question or other inquiry.
Raisa Leiderman
Distribution of slope component values for each tone grouping. A more hawkish- (or dovish-) than-expected tone tends to have a positive (or negative) slope component.
Sources: Montréal Exchangeand Bank of Canada calculations",https://www.bankofcanada.ca/valet/groups/SAN_FEUN20171101_C1
